bioguideId,district,partyName,state,chamber,startYear,endYear,name
S001145,9.0,Democratic,Illinois,House of Representatives,1999,0,"Schakowsky, Janice D."
D000096,7.0,Democratic,Illinois,House of Representatives,1997,0,"Davis, Danny K."
R000395,5.0,Republican,Kentucky,House of Representatives,1981,0,"Rogers, Harold"
S001157,13.0,Democratic,Georgia,House of Representatives,2003,0,"Scott, David"
C001055,1.0,Democratic,Hawaii,House of Representatives,2019,0,"Case, Ed"
P000620,7.0,Democratic,Colorado,House of Representatives,2023,0,"Pettersen, Brittany"
M001217,23.0,Democratic,Florida,House of Representatives,2023,0,"Moskowitz, Jared"
M001216,7.0,Republican,Florida,House of Representatives,2023,0,"Mills, Cory"
L000596,13.0,Republican,Florida,House of Representatives,2023,0,"Luna, Anna Paulina"
L000597,15.0,Republican,Florida,House of Representatives,2023,0,"Lee, Laurel M."
G000598,42.0,Democratic,California,House of Representatives,2023,0,"Garcia, Robert"
C001134,8.0,Democratic,Colorado,House of Representatives,2023,0,"Caraveo, Yadira"
B001314,4.0,Republican,Florida,House of Representatives,2023,0,"Bean, Aaron"
C001127,20.0,Democratic,Florida,House of Representatives,2022,0,"Cherfilus-McCormick, Sheila"
K000397,40.0,Republican,California,House of Representatives,2021,0,"Kim, Young"
W000788,5.0,Democratic,Georgia,House of Representatives,2021,0,"Williams, Nikema"
S001135,45.0,Republican,California,House of Representatives,2021,0,"Steel, Michelle"
S000168,27.0,Republican,Florida,House of Representatives,2021,0,"Salazar, Maria Elvira"
J000305,51.0,Democratic,California,House of Representatives,2021,0,"Jacobs, Sara"
G000593,28.0,Republican,Florida,House of Representatives,2021,0,"Gimenez, Carlos A."
F000472,18.0,Republican,Florida,House of Representatives,2021,0,"Franklin, C. Scott"
D000032,19.0,Republican,Florida,House of Representatives,2021,0,"Donalds, Byron"
C001039,3.0,Republican,Florida,House of Representatives,2021,0,"Cammack, Kat"
B000825,3.0,Republican,Colorado,House of Representatives,2021,0,"Boebert, Lauren"
S001214,17.0,Republican,Florida,House of Representatives,2019,0,"Steube, W. Gregory"
W000823,6.0,Republican,Florida,House of Representatives,2019,0,"Waltz, Michael"
H001081,5.0,Democratic,Connecticut,House of Representatives,2019,0,"Hayes, Jahana"
C001121,6.0,Democratic,Colorado,House of Representatives,2019,0,"Crow, Jason"
N000191,2.0,Democratic,Colorado,House of Representatives,2019,0,"Neguse, Joe"
L000593,49.0,Democratic,California,House of Representatives,2019,0,"Levin, Mike"
P000618,47.0,Democratic,California,House of Representatives,2019,0,"Porter, Katie"
F000465,3.0,Republican,Georgia,House of Representatives,2017,0,"Ferguson, A. Drew"
M001199,21.0,Republican,Florida,House of Representatives,2017,0,"Mast, Brian J."
S001200,9.0,Democratic,Florida,House of Representatives,2017,0,"Soto, Darren"
R000609,5.0,Republican,Florida,House of Representatives,2017,0,"Rutherford, John H."
D000628,2.0,Republican,Florida,House of Representatives,2017,0,"Dunn, Neal P."
G000578,1.0,Republican,Florida,House of Representatives,2017,0,"Gaetz, Matt"
B001303,,Democratic,Delaware,House of Representatives,2017,0,"Blunt Rochester, Lisa"
C001110,46.0,Democratic,California,House of Representatives,2017,0,"Correa, J. Luis"
B001300,44.0,Democratic,California,House of Representatives,2017,0,"Barragán, Nanette Diaz"
C001103,1.0,Republican,Georgia,House of Representatives,2015,0,"Carter, Earl L. ""Buddy"""
F000462,22.0,Democratic,Florida,House of Representatives,2013,0,"Frankel, Lois"
P000608,50.0,Democratic,California,House of Representatives,2013,0,"Peters, Scott H."
V000130,52.0,Democratic,California,House of Representatives,2013,0,"Vargas, Juan"
T000472,39.0,Democratic,California,House of Representatives,2013,0,"Takano, Mark"
W000808,24.0,Democratic,Florida,House of Representatives,2011,0,"Wilson, Frederica S."
W000806,11.0,Republican,Florida,House of Representatives,2011,0,"Webster, Daniel"
J000288,4.0,Democratic,Georgia,House of Representatives,2007,0,"Johnson, Henry C. ""Hank"""
B001260,16.0,Republican,Florida,House of Representatives,2007,0,"Buchanan, Vern"
C001066,14.0,Democratic,Florida,House of Representatives,2007,0,"Castor, Kathy"
B001257,12.0,Republican,Florida,House of Representatives,2007,0,"Bilirakis, Gus M."
C001069,2.0,Democratic,Connecticut,House of Representatives,2007,0,"Courtney, Joe"
L000564,5.0,Republican,Colorado,House of Representatives,2007,0,"Lamborn, Doug"
P000599,8.0,Republican,Florida,House of Representatives,2009,0,"Posey, Bill"
H001047,4.0,Democratic,Connecticut,House of Representatives,2009,0,"Himes, James A."
L000557,1.0,Democratic,Connecticut,House of Representatives,1999,0,"Larson, John B."
D000197,1.0,Democratic,Colorado,House of Representatives,1997,0,"DeGette, Diana"
W000187,43.0,Democratic,California,House of Representatives,1991,0,"Waters, Maxine"
B000490,2.0,Democratic,Georgia,House of Representatives,1993,0,"Bishop, Sanford D."
N000147,,Democratic,District of Columbia,House of Representatives,1991,0,"Norton, Eleanor Holmes"
W000797,25.0,Democratic,Florida,House of Representatives,2005,0,"Wasserman Schultz, Debbie"
D000600,26.0,Republican,Florida,House of Representatives,2003,0,"Diaz-Balart, Mario"
I000056,48.0,Republican,California,House of Representatives,2021,0,"Issa, Darrell"
C000059,41.0,Republican,California,House of Representatives,1993,0,"Calvert, Ken"
D000216,3.0,Democratic,Connecticut,House of Representatives,1991,0,"DeLauro, Rosa L."
M001225,15.0,Democratic,California,House of Representatives,2023,0,"Mullin, Kevin"
K000401,3.0,Republican,California,House of Representatives,2023,0,"Kiley, Kevin"
K000400,37.0,Democratic,California,House of Representatives,2023,0,"Kamlager-Dove, Sydney"
D000633,13.0,Republican,California,House of Representatives,2023,0,"Duarte, John S."
C001133,6.0,Republican,Arizona,House of Representatives,2023,0,"Ciscomani, Juan"
O000019,23.0,Republican,California,House of Representatives,2021,0,"Obernolte, Jay"
G000061,27.0,Republican,California,House of Representatives,2020,0,"Garcia, Mike"
H001090,9.0,Democratic,California,House of Representatives,2019,0,"Harder, Josh"
S001211,4.0,Democratic,Arizona,House of Representatives,2019,0,"Stanton, Greg"
L000589,8.0,Republican,Arizona,House of Representatives,2018,0,"Lesko, Debbie"
G000585,34.0,Democratic,California,House of Representatives,2017,0,"Gomez, Jimmy"
C001112,24.0,Democratic,California,House of Representatives,2017,0,"Carbajal, Salud O."
B001302,5.0,Republican,Arizona,House of Representatives,2017,0,"Biggs, Andy"
P000613,19.0,Democratic,California,House of Representatives,2017,0,"Panetta, Jimmy"
K000389,17.0,Democratic,California,House of Representatives,2017,0,"Khanna, Ro"
T000474,35.0,Democratic,California,House of Representatives,2015,0,"Torres, Norma J."
L000582,36.0,Democratic,California,House of Representatives,2015,0,"Lieu, Ted"
A000371,33.0,Democratic,California,House of Representatives,2015,0,"Aguilar, Pete"
D000623,10.0,Democratic,California,House of Representatives,2015,0,"DeSaulnier, Mark"
G000574,3.0,Democratic,Arizona,House of Representatives,2015,0,"Gallego, Ruben"
W000821,4.0,Republican,Arkansas,House of Representatives,2015,0,"Westerman, Bruce"
R000600,,Republican,American Samoa,House of Representatives,2015,0,"Radewagen, Aumua Amata Coleman"
R000599,25.0,Democratic,California,House of Representatives,2013,0,"Ruiz, Raul"
C001097,29.0,Democratic,California,House of Representatives,2013,0,"Cárdenas, Tony"
B001285,26.0,Democratic,California,House of Representatives,2013,0,"Brownley, Julia"
V000129,22.0,Republican,California,House of Representatives,2021,0,"Valadao, David G."
S001193,14.0,Democratic,California,House of Representatives,2013,0,"Swalwell, Eric"
B001287,6.0,Democratic,California,House of Representatives,2013,0,"Bera, Ami"
H001068,2.0,Democratic,California,House of Representatives,2013,0,"Huffman, Jared"
L000578,1.0,Republican,California,House of Representatives,2013,0,"LaMalfa, Doug"
G000559,8.0,Democratic,California,House of Representatives,2009,0,"Garamendi, John"
C001080,28.0,Democratic,California,House of Representatives,2009,0,"Chu, Judy"
S001183,1.0,Republican,Arizona,House of Representatives,2011,0,"Schweikert, David"
G000565,9.0,Republican,Arizona,House of Representatives,2011,0,"Gosar, Paul A."
M001177,5.0,Republican,California,House of Representatives,2009,0,"McClintock, Tom"
M001163,7.0,Democratic,California,House of Representatives,2005,0,"Matsui, Doris O."
P000197,11.0,Democratic,California,House of Representatives,1987,0,"Pelosi, Nancy"
N000179,31.0,Democratic,California,House of Representatives,1999,0,"Napolitano, Grace F."
T000460,4.0,Democratic,California,House of Representatives,1999,0,"Thompson, Mike"
S000344,32.0,Democratic,California,House of Representatives,1997,0,"Sherman, Brad"
L000551,12.0,Democratic,California,House of Representatives,1997,0,"Lee, Barbara"
C001059,21.0,Democratic,California,House of Representatives,2005,0,"Costa, Jim"
G000551,7.0,Democratic,Arizona,House of Representatives,2003,0,"Grijalva, Raúl M."
S001156,38.0,Democratic,California,House of Representatives,2003,0,"Sánchez, Linda T."
S001150,30.0,Democratic,California,House of Representatives,2001,0,"Schiff, Adam B."
E000215,16.0,Democratic,California,House of Representatives,1993,0,"Eshoo, Anna G."
L000397,18.0,Democratic,California,House of Representatives,1995,0,"Lofgren, Zoe"
S001220,5.0,Republican,Alabama,House of Representatives,2023,0,"Strong, Dale W."
P000619,,Democratic,Alaska,House of Representatives,2022,0,"Peltola, Mary Sattler"
C001054,1.0,Republican,Alabama,House of Representatives,2021,0,"Carl, Jerry L."
M001212,2.0,Republican,Alabama,House of Representatives,2021,0,"Moore, Barry"
H001072,2.0,Republican,Arkansas,House of Representatives,2015,0,"Hill, J. French"
P000609,6.0,Republican,Alabama,House of Representatives,2015,0,"Palmer, Gary J."
W000809,3.0,Republican,Arkansas,House of Representatives,2011,0,"Womack, Steve"
C001087,1.0,Republican,Arkansas,House of Representatives,2011,0,"Crawford, Eric A. ""Rick"""
S001185,7.0,Democratic,Alabama,House of Representatives,2011,0,"Sewell, Terri A."
A000055,4.0,Republican,Alabama,House of Representatives,1997,0,"Aderholt, Robert B."
R000575,3.0,Republican,Alabama,House of Representatives,2003,0,"Rogers, Mike D."
S001191,,Independent,Arizona,Senate,2019,0,"Sinema, Kyrsten"
M001183,,Independent,West Virginia,Senate,2010,0,"Manchin, Joe, III"
M001165,20.0,Republican,California,House of Representatives,2007,2023,"McCarthy, Kevin"
H001013,3.0,Democratic,West Virginia,House of Representatives,1979,1981,"Hutchinson, John G."
C000116,3.0,Republican,Utah,House of Representatives,1997,2009,"Cannon, Chris"
M000343,12.0,Republican,California,House of Representatives,1967,1983,"McCloskey, Paul N., Jr."
H001038,26.0,Democratic,New York,House of Representatives,2005,2024,"Higgins, Brian"
W000800,,Democratic,Vermont,Senate,2023,0,"Welch, Peter"
V000137,,Republican,Ohio,Senate,2023,0,"Vance, J. D."
S001227,,Republican,Missouri,Senate,2023,0,"Schmitt, Eric"
R000618,,Republican,Nebraska,Senate,2023,0,"Ricketts, Pete"
M001190,,Republican,Oklahoma,Senate,2023,0,"Mullin, Markwayne"
K000377,,Democratic,Arizona,Senate,2020,0,"Kelly, Mark"
H001079,,Republican,Mississippi,Senate,2018,0,"Hyde-Smith, Cindy"
F000479,,Democratic,Pennsylvania,Senate,2023,0,"Fetterman, John"
B001320,,Democratic,California,Senate,2023,0,"Butler, Laphonza R."
B001319,,Republican,Alabama,Senate,2023,0,"Britt, Katie Boyd"
B001305,,Republican,North Carolina,Senate,2023,0,"Budd, Ted"
H001061,,Republican,North Dakota,Senate,2011,0,"Hoeven, John"
P000556,,Democratic,Arkansas,Senate,1979,1997,"Pryor, David H."
M001088,20.0,Democratic,Pennsylvania,House of Representatives,1977,1995,"Murphy, Austin J."
G000352,,Democratic,Florida,Senate,1987,2005,"Graham, Bob"
G000528,5.0,Democratic,Florida,House of Representatives,1973,1975,"Gunter, Bill"
B000798,1.0,Democratic,Maine,House of Representatives,1987,1991,"Brennan, Joseph E."
D000210,10.0,Democratic,Massachusetts,House of Representatives,1997,2011,"Delahunt, Bill"
L000304,,Independent Democrat,Connecticut,Senate,1989,2013,"Lieberman, Joseph I."
E000268,2.0,Republican,Alabama,House of Representatives,1993,2009,"Everett, Terry"
Y000064,,Republican,Indiana,Senate,2017,0,"Young, Todd"
W000779,,Democratic,Oregon,Senate,1996,0,"Wyden, Ron"
W000790,,Democratic,Georgia,Senate,2021,0,"Warnock, Raphael G."
W000817,,Democratic,Massachusetts,Senate,2013,0,"Warren, Elizabeth"
W000802,,Democratic,Rhode Island,Senate,2007,0,"Whitehouse, Sheldon"
W000805,,Democratic,Virginia,Senate,2009,0,"Warner, Mark R."
W000437,,Republican,Mississippi,Senate,2007,0,"Wicker, Roger F."
V000128,,Democratic,Maryland,Senate,2017,0,"Van Hollen, Chris"
T000278,,Republican,Alabama,Senate,2021,0,"Tuberville, Tommy"
S001203,,Democratic,Minnesota,Senate,2018,0,"Smith, Tina"
T000476,,Republican,North Carolina,Senate,2015,0,"Tillis, Thomas"
S001198,,Republican,Alaska,Senate,2015,0,"Sullivan, Dan"
T000464,,Democratic,Montana,Senate,2007,0,"Tester, Jon"
T000250,,Republican,South Dakota,Senate,2005,0,"Thune, John"
S000770,,Democratic,Michigan,Senate,2001,0,"Stabenow, Debbie"
S001217,,Republican,Florida,Senate,2019,0,"Scott, Rick"
S001194,,Democratic,Hawaii,Senate,2012,0,"Schatz, Brian"
S001184,,Republican,South Carolina,Senate,2013,0,"Scott, Tim"
S001181,,Democratic,New Hampshire,Senate,2009,0,"Shaheen, Jeanne"
S000148,,Democratic,New York,Senate,1999,0,"Schumer, Charles E."
S000033,,Independent,Vermont,Senate,2007,0,"Sanders, Bernard"
R000615,,Republican,Utah,Senate,2019,0,"Romney, Mitt"
R000608,,Democratic,Nevada,Senate,2019,0,"Rosen, Jacky"
R000605,,Republican,South Dakota,Senate,2015,0,"Rounds, Mike"
R000595,,Republican,Florida,Senate,2011,0,"Rubio, Marco"
R000584,,Republican,Idaho,Senate,2009,0,"Risch, James E."
P000145,,Democratic,California,Senate,2021,0,"Padilla, Alex"
O000174,,Democratic,Georgia,Senate,2021,0,"Ossoff, Jon"
P000603,,Republican,Kentucky,Senate,2011,0,"Paul, Rand"
M001169,,Democratic,Connecticut,Senate,2013,0,"Murphy, Christopher"
P000595,,Democratic,Michigan,Senate,2015,0,"Peters, Gary C."
M001111,,Democratic,Washington,Senate,1993,0,"Murray, Patty"
M001153,,Republican,Alaska,Senate,2003,0,"Murkowski, Lisa"
M001198,,Republican,Kansas,Senate,2021,0,"Marshall, Roger"
M001176,,Democratic,Oregon,Senate,2009,0,"Merkley, Jeff"
M000934,,Republican,Kansas,Senate,2011,0,"Moran, Jerry"
M000639,,Democratic,New Jersey,Senate,2006,0,"Menendez, Robert"
M000133,,Democratic,Massachusetts,Senate,2013,0,"Markey, Edward J."
M000355,,Republican,Kentucky,Senate,1985,0,"McConnell, Mitch"
K000393,,Republican,Louisiana,Senate,2017,0,"Kennedy, John"
K000383,,Independent,Maine,Senate,2013,0,"King, Angus S., Jr."
K000367,,Democratic,Minnesota,Senate,2007,0,"Klobuchar, Amy"
L000577,,Republican,Utah,Senate,2011,0,"Lee, Mike"
L000575,,Republican,Oklahoma,Senate,2015,0,"Lankford, James"
L000571,,Republican,Wyoming,Senate,2021,0,"Lummis, Cynthia M."
L000570,,Democratic,New Mexico,Senate,2021,0,"Lujan, Ben Ray"
H000273,,Democratic,Colorado,Senate,2021,0,"Hickenlooper, John W."
K000384,,Democratic,Virginia,Senate,2013,0,"Kaine, Tim"
J000293,,Republican,Wisconsin,Senate,2011,0,"Johnson, Ron"
H001042,,Democratic,Hawaii,Senate,2013,0,"Hirono, Mazie K."
H001046,,Democratic,New Mexico,Senate,2013,0,"Heinrich, Martin"
H000601,,Republican,Tennessee,Senate,2021,0,"Hagerty, Bill"
H001089,,Republican,Missouri,Senate,2019,0,"Hawley, Josh"
H001076,,Democratic,New Hampshire,Senate,2017,0,"Hassan, Margaret Wood"
F000463,,Republican,Nebraska,Senate,2013,0,"Fischer, Deb"
G000555,,Democratic,New York,Senate,2009,0,"Gillibrand, Kirsten E."
G000386,,Republican,Iowa,Senate,1981,0,"Grassley, Chuck"
G000359,,Republican,South Carolina,Senate,2003,0,"Graham, Lindsey"
E000295,,Republican,Iowa,Senate,2015,0,"Ernst, Joni"
C001098,,Republican,Texas,Senate,2013,0,"Cruz, Ted"
C001096,,Republican,North Dakota,Senate,2019,0,"Cramer, Kevin"
D000618,,Republican,Montana,Senate,2015,0,"Daines, Steve"
D000622,,Democratic,Illinois,Senate,2017,0,"Duckworth, Tammy"
D000563,,Democratic,Illinois,Senate,1997,0,"Durbin, Richard J."
C000880,,Republican,Idaho,Senate,1999,0,"Crapo, Mike"
C001113,,Democratic,Nevada,Senate,2017,0,"Cortez Masto, Catherine"
C001095,,Republican,Arkansas,Senate,2015,0,"Cotton, Tom"
C001070,,Democratic,Pennsylvania,Senate,2007,0,"Casey, Robert P., Jr."
C001088,,Democratic,Delaware,Senate,2010,0,"Coons, Christopher A."
C001075,,Republican,Louisiana,Senate,2015,0,"Cassidy, Bill"
C001035,,Republican,Maine,Senate,1997,0,"Collins, Susan M."
C001056,,Republican,Texas,Senate,2002,0,"Cornyn, John"
C000174,,Democratic,Delaware,Senate,2001,0,"Carper, Thomas R."
C001047,,Republican,West Virginia,Senate,2015,0,"Capito, Shelley Moore"
C000141,,Democratic,Maryland,Senate,2007,0,"Cardin, Benjamin L."
C000127,,Democratic,Washington,Senate,2001,0,"Cantwell, Maria"
B000944,,Democratic,Ohio,Senate,2007,0,"Brown, Sherrod"
B001310,,Republican,Indiana,Senate,2019,0,"Braun, Mike"
B001288,,Democratic,New Jersey,Senate,2013,0,"Booker, Cory A."
B001277,,Democratic,Connecticut,Senate,2011,0,"Blumenthal, Richard"
B001261,,Republican,Wyoming,Senate,2007,0,"Barrasso, John"
B001267,,Democratic,Colorado,Senate,2009,0,"Bennet, Michael F."
B001243,,Republican,Tennessee,Senate,2019,0,"Blackburn, Marsha"
B001236,,Republican,Arkansas,Senate,2011,0,"Boozman, John"
B001230,,Democratic,Wisconsin,Senate,2013,0,"Baldwin, Tammy"
M001200,4.0,Democratic,Virginia,House of Representatives,2017,2022,"McEachin, A. Donald"
S001222,3.0,Republican,New York,House of Representatives,2023,2023,"Santos, George"
S001192,2.0,Republican,Utah,House of Representatives,2013,2023,"Stewart, Chris"
C001043,,Democratic,Missouri,Senate,2001,2002,"Carnahan, Jean"
M001044,23.0,Democratic,Ohio,House of Representatives,1975,1983,"Mottl, Ronald M."
R000252,1.0,Republican,California,House of Representatives,1995,1999,"Riggs, Frank"
J000126,30.0,Democratic,Texas,House of Representatives,1993,2023,"Johnson, Eddie Bernice"
K000305,,Democratic,Wisconsin,Senate,1989,2013,"Kohl, Herb"
H000392,8.0,Democratic,Indiana,House of Representatives,1975,1977,"Hayes, Philip H."
