filename,score
BILLS-107s2075.txt,5
BILLS-114hjres107.txt,2
BILLS-111hres389.txt,8
BILLS-113hr2767.txt,4
BILLS-118s3467.txt,2
BILLS-116hres846.txt,8
BILLS-111hr5665.txt,0
BILLS-108hr1560.txt,8
BILLS-106s2713.txt,3
BILLS-110hr734.txt,6
BILLS-107hr5183.txt,7
BILLS-108hr511.txt,5
BILLS-109s2336.txt,7
BILLS-110s1368.txt,4
BILLS-114s738.txt,7
BILLS-118hr2367.txt,5
BILLS-112s972.txt,9
BILLS-115hr4932.txt,9
BILLS-118hres1144.txt,4
BILLS-106s2075.txt,7
BILLS-113sres450.txt,8
BILLS-118s3315.txt,7
BILLS-113hr2015.txt,5
BILLS-112hr3022.txt,7
BILLS-110s1426.txt,5
BILLS-111s899.txt,5
BILLS-114hr3384.txt,8
BILLS-115hres1110.txt,8
BILLS-110s452.txt,9
BILLS-116s2374.txt,1
BILLS-108s3014.txt,8
BILLS-118s4452.txt,2
BILLS-117s2406.txt,8
BILLS-110s3231.txt,8
BILLS-117hr6974.txt,2
BILLS-118hr6129.txt,7
BILLS-118s2023.txt,7
BILLS-118hr1646.txt,5
BILLS-117s4711.txt,3
BILLS-113hr5034.txt,2
BILLS-109hr1661.txt,5
BILLS-118hr4058.txt,6
BILLS-116hr5832.txt,5
BILLS-111hr6344.txt,8
BILLS-114hr2924.txt,8
BILLS-115s1809.txt,7
BILLS-115s517.txt,4
BILLS-109hr3062.txt,8
BILLS-117s4705.txt,3
BILLS-110s3543.txt,5
BILLS-118s4320.txt,2
BILLS-111hr5881.txt,5
BILLS-111hr3228.txt,7
BILLS-110hr3667.txt,8
BILLS-118hr7223.txt,3
BILLS-118s4446.txt,7
BILLS-110hr5216.txt,6
BILLS-116hr6491.txt,6
BILLS-118s2037.txt,6
BILLS-117hr547.txt,3
BILLS-113hres512.txt,5
BILLS-110s1432.txt,7
BILLS-115s271.txt,2
BILLS-109hr5375.txt,7
BILLS-108hr2733.txt,7
BILLS-111s655.txt,8
BILLS-116hr3066.txt,0
BILLS-110hr6290.txt,8
BILLS-116s2837.txt,8
BILLS-112s3706.txt,5
BILLS-117s3283.txt,9
BILLS-115hr1321.txt,0
BILLS-114sres386.txt,9
BILLS-118s911.txt,4
BILLS-113hr4869.txt,7
BILLS-117hr5058.txt,6
BILLS-114hconres29.txt,8
BILLS-110s1803.txt,6
BILLS-116hr5365.txt,3
BILLS-116s35.txt,5
BILLS-114hr2273.txt,4
BILLS-112s1663.txt,5
BILLS-115hr1453.txt,5
BILLS-110hr2784.txt,3
BILLS-116hr976.txt,7
BILLS-113s1677.txt,9
BILLS-114hr702.txt,3
BILLS-118hr7948.txt,4
BILLS-113s2356.txt,7
BILLS-115hr4265.txt,4
BILLS-115s1404.txt,3
BILLS-109s294.txt,5
BILLS-118s1933.txt,2
BILLS-113s1139.txt,7
BILLS-111hr2485.txt,5
BILLS-115hr6300.txt,8
BILLS-118hres903.txt,7
BILLS-109hr2803.txt,2
BILLS-115hr5609.txt,8
BILLS-118s1927.txt,5
BILLS-112s231.txt,0
BILLS-115hr2600.txt,5
BILLS-114hr5246.txt,3
BILLS-118s1099.txt,8
BILLS-115hr1309.txt,4
BILLS-113hr3848.txt,5
BILLS-109s2120.txt,3
BILLS-116s826.txt,4
BILLS-107hr5395.txt,8
BILLS-107hr4935.txt,8
BILLS-118hres1352.txt,8
BILLS-117s1331.txt,6
BILLS-116sres290.txt,10
BILLS-107hr3082.txt,5
BILLS-107hr1695.txt,7
BILLS-111hr5301.txt,3
BILLS-110hr4336.txt,2
BILLS-110s678.txt,5
BILLS-110hr6521.txt,2
BILLS-115hr3287.txt,9
BILLS-107hr3096.txt,5
BILLS-111hr1167.txt,8
BILLS-118s1066.txt,5
BILLS-115s729.txt,7
BILLS-108hr713.txt,5
BILLS-107hr5381.txt,3
BILLS-107hr3928.txt,7
BILLS-114hr3810.txt,5
BILLS-118s3671.txt,4
BILLS-112hr2658.txt,3
BILLS-118hr8448.txt,5
BILLS-113hr4100.txt,5
BILLS-112hr3546.txt,5
BILLS-108s2646.txt,8
BILLS-112hr6416.txt,5
BILLS-109hr5605.txt,5
BILLS-107hr3900.txt,4
BILLS-112hr1379.txt,8
BILLS-116hr1856.txt,3
BILLS-109s1415.txt,7
BILLS-118s736.txt,8
BILLS-118hr1444.txt,8
BILLS-116hr6687.txt,2
BILLS-115s2870.txt,6
BILLS-110hr278.txt,5
BILLS-112hr71.txt,2
BILLS-118hr5622.txt,5
BILLS-107hr478.txt,4
BILLS-109s257.txt,5
BILLS-111s3755.txt,2
BILLS-118hr4528.txt,5
BILLS-116s4513.txt,8
BILLS-112s1844.txt,3
BILLS-109s243.txt,7
BILLS-118s2235.txt,3
BILLS-116hr8866.txt,8
BILLS-117hres1247.txt,2
BILLS-112hr2102.txt,5
BILLS-110hr3465.txt,5
BILLS-113hr5222.txt,5
BILLS-110hr5772.txt,5
BILLS-114hr925.txt,8
BILLS-116hr2393.txt,7
BILLS-114hres575.txt,7
BILLS-116s2604.txt,2
BILLS-108hr2257.txt,5
BILLS-116sres441.txt,4
BILLS-106hr4215.txt,2
BILLS-110hr495.txt,5
BILLS-115s2723.txt,5
BILLS-113s1071.txt,7
BILLS-114hr104.txt,0
BILLS-107hr4882.txt,1
BILLS-115hr5755.txt,6
BILLS-114hr2307.txt,7
BILLS-114hr4776.txt,8
BILLS-111sres630.txt,5
BILLS-116hr6718.txt,8
BILLS-112hr3397.txt,3
BILLS-112hr2089.txt,6
BILLS-115hr1241.txt,5
BILLS-110hr3288.txt,7
BILLS-112hr2937.txt,5
BILLS-116hr2218.txt,5
BILLS-116s2957.txt,0
BILLS-109s2083.txt,2
BILLS-106hr4201.txt,5
BILLS-115hr1269.txt,4
BILLS-116hr7348.txt,8
BILLS-111hres1027.txt,7
BILLS-111hr2297.txt,6
BILLS-111s1787.txt,6
BILLS-108hr4785.txt,8
BILLS-112hr405.txt,5
BILLS-112s351.txt,2
BILLS-116hr3648.txt,6
BILLS-113s2544.txt,5
BILLS-113hr1859.txt,5
BILLS-115hr3318.txt,5
BILLS-109s49.txt,8
BILLS-118hr5795.txt,5
BILLS-111hr3837.txt,5
BILLS-112hr5916.txt,5
BILLS-116hr6724.txt,5
BILLS-118s2382.txt,5
BILLS-110hr2814.txt,2
BILLS-108hr3940.txt,8
BILLS-115hr2012.txt,8
BILLS-113s630.txt,3
BILLS-115s1202.txt,5
BILLS-108s681.txt,5
BILLS-115hr4305.txt,5
BILLS-118hr2950.txt,9
BILLS-117hr7075.txt,5
BILLS-114s1216.txt,5
BILLS-114hr892.txt,7
BILLS-108s2726.txt,2
BILLS-117s3334.txt,5
BILLS-114sres557.txt,3
BILLS-111hr324.txt,8
BILLS-116s1251.txt,8
BILLS-112hr1231.txt,2
BILLS-107hr3848.txt,5
BILLS-116s952.txt,2
BILLS-117hr68.txt,0
BILLS-116s2980.txt,8
BILLS-109hr4453.txt,4
BILLS-108s1549.txt,5
BILLS-112s1918.txt,3
BILLS-116s3320.txt,8
BILLS-109hr2744.txt,5
BILLS-112hres224.txt,7
BILLS-117hr1389.txt,8
BILLS-113hr4706.txt,8
BILLS-110hr2627.txt,5
BILLS-117s2994.txt,8
BILLS-116s1523.txt,10
BILLS-107s2471.txt,5
BILLS-117s4329.txt,8
BILLS-114hr1815.txt,6
BILLS-113s817.txt,5
BILLS-108s118.txt,3
BILLS-110hr442.txt,5
BILLS-112hr1225.txt,5
BILLS-109hr5759.txt,5
BILLS-116s3452.txt,6
BILLS-117hr6394.txt,4
BILLS-112hr3432.txt,8
BILLS-109s1549.txt,7
BILLS-111hr5513.txt,3
BILLS-110s3609.txt,8
BILLS-113hr1124.txt,6
BILLS-113s181.txt,3
BILLS-115s675.txt,8
BILLS-109hr3300.txt,8
BILLS-114hr845.txt,8
BILLS-111s1744.txt,3
BILLS-117s3308.txt,7
BILLS-107s3021.txt,8
BILLS-111hr318.txt,7
BILLS-110s3147.txt,3
BILLS-118hr8272.txt,3
BILLS-110s2259.txt,7
BILLS-112s1924.txt,5
BILLS-109s323.txt,5
BILLS-108s130.txt,8
BILLS-108hres212.txt,5
BILLS-114hr4945.txt,4
BILLS-115hr845.txt,8
BILLS-108s124.txt,5
BILLS-109s3404.txt,5
BILLS-109hr1265.txt,8
BILLS-111s1036.txt,8
BILLS-118s2341.txt,5
BILLS-112hr4361.txt,8
BILLS-113hr5356.txt,5
BILLS-118hr8500.txt,5
BILLS-116hr1936.txt,4
BILLS-109hr129.txt,3
BILLS-108s642.txt,7
BILLS-114s472.txt,8
BILLS-108s1788.txt,5
BILLS-115hr474.txt,4
BILLS-107hr2029.txt,5
BILLS-112s609.txt,3
BILLS-114s1982.txt,5
BILLS-115hr1731.txt,7
BILLS-111hres558.txt,5
BILLS-113s1273.txt,3
BILLS-117s3693.txt,8
BILLS-116hr1261.txt,8
BILLS-117hr1148.txt,5
BILLS-113hres41.txt,6
BILLS-113hr2808.txt,8
BILLS-117s4842.txt,5
BILLS-110hr1851.txt,0
BILLS-116hr3310.txt,3
BILLS-115s1996.txt,10
BILLS-107hr5020.txt,4
BILLS-106hr4017.txt,6
BILLS-114s2535.txt,8
BILLS-115hr306.txt,8
BILLS-116s3693.txt,5
BILLS-112s3464.txt,6
BILLS-113s1501.txt,8
BILLS-116hr7162.txt,3
BILLS-107s758.txt,8
BILLS-112s3302.txt,3
BILLS-116sres131.txt,3
BILLS-110hr6694.txt,0
BILLS-114hr4574.txt,5
BILLS-115hr460.txt,3
BILLS-115s3603.txt,3
BILLS-111hr4382.txt,8
BILLS-118hr7380.txt,3
BILLS-108hr1399.txt,8
BILLS-111hr867.txt,8
BILLS-117sres217.txt,5
BILLS-111s3392.txt,7
BILLS-109s684.txt,3
BILLS-115hr6704.txt,5
BILLS-117hr8150.txt,4
BILLS-113hr161.txt,4
BILLS-111hres1231.txt,7
BILLS-109hr4862.txt,2
BILLS-115hr4661.txt,5
BILLS-114s3165.txt,8
BILLS-114hr5656.txt,7
BILLS-112s621.txt,4
BILLS-107s1385.txt,7
BILLS-112s1529.txt,5
BILLS-111hr4396.txt,0
BILLS-107s764.txt,4
BILLS-116hr382.txt,3
BILLS-114s1941.txt,7
BILLS-118s3275.txt,4
BILLS-118hr3119.txt,8
BILLS-118hr4676.txt,6
BILLS-108s1993.txt,6
BILLS-113s2961.txt,8
BILLS-118hr2561.txt,7
BILLS-108hr3217.txt,4
BILLS-109s2256.txt,5
BILLS-118hr6707.txt,3
BILLS-117hr1821.txt,0
BILLS-110hr3049.txt,4
BILLS-117s4895.txt,8
BILLS-117s3122.txt,5
BILLS-118s2619.txt,5
BILLS-108s1039.txt,7
BILLS-116sres694.txt,1
BILLS-110s268.txt,8
BILLS-111s3379.txt,8
BILLS-116s4881.txt,6
BILLS-109hr4123.txt,5
BILLS-112s806.txt,5
BILLS-118s3261.txt,8
BILLS-113s2785.txt,7
BILLS-108hr2653.txt,8
BILLS-110s1552.txt,4
BILLS-116hr2797.txt,7
BILLS-110s3345.txt,3
BILLS-115sres301.txt,5
BILLS-118s2631.txt,9
BILLS-111s1546.txt,5
BILLS-116hr45.txt,5
BILLS-117hr4971.txt,7
BILLS-110hr7207.txt,3
BILLS-110s240.txt,5
BILLS-112s1298.txt,3
BILLS-116hres1229.txt,8
BILLS-110hr7213.txt,6
BILLS-115hr3873.txt,5
BILLS-116s2572.txt,5
BILLS-118hr3657.txt,7
BILLS-112hr2512.txt,7
BILLS-116hr427.txt,5
BILLS-118s2625.txt,2
BILLS-118hr1726.txt,9
BILLS-117s4117.txt,5
BILLS-111hr2724.txt,8
BILLS-115sres473.txt,7
BILLS-116hr7823.txt,5
BILLS-117s3678.txt,7
BILLS-113s2791.txt,3
BILLS-113hr1454.txt,4
BILLS-109s135.txt,5
BILLS-111s1553.txt,5
BILLS-110s2728.txt,8
BILLS-116hr426.txt,8
BILLS-112hr4162.txt,8
BILLS-110s3436.txt,2
BILLS-112hr2513.txt,0
BILLS-108hr1429.txt,4
BILLS-109hr2209.txt,5
BILLS-115hr3872.txt,5
BILLS-116hr5953.txt,5
BILLS-108s441.txt,5
BILLS-106s2882.txt,5
BILLS-108hr3558.txt,4
BILLS-113hres467.txt,6
BILLS-106s3222.txt,7
BILLS-109s134.txt,8
BILLS-110s533.txt,7
BILLS-111s720.txt,8
BILLS-106hr5485.txt,3
BILLS-112hr2275.txt,4
BILLS-113s1299.txt,5
BILLS-117s5208.txt,5
BILLS-108s1776.txt,3
BILLS-114hres170.txt,5
BILLS-114hr5680.txt,5
BILLS-113s2784.txt,5
BILLS-115s1968.txt,5
BILLS-116s2567.txt,5
BILLS-116hr4481.txt,6
BILLS-114hr2689.txt,5
BILLS-112hr3619.txt,0
BILLS-109s1762.txt,5
BILLS-109sres261.txt,5
BILLS-110s3422.txt,7
BILLS-118hr7424.txt,8
BILLS-112hr1026.txt,4
BILLS-115s1940.txt,8
BILLS-110hr6130.txt,4
BILLS-110hr899.txt,5
BILLS-108s1038.txt,4
BILLS-118hr995.txt,6
BILLS-116s3651.txt,5
BILLS-118s1311.txt,8
BILLS-118s4269.txt,2
BILLS-109hr316.txt,5
BILLS-117hr1820.txt,3
BILLS-116s1046.txt,5
BILLS-117hr7289.txt,8
BILLS-115hr6088.txt,3
BILLS-107s2672.txt,8
BILLS-117hr6829.txt,0
BILLS-109s108.txt,4
BILLS-110hr1139.txt,6
BILLS-118hr4663.txt,7
BILLS-109hr3895.txt,5
BILLS-115hr4847.txt,3
BILLS-113hr1469.txt,3
BILLS-109hr4136.txt,8
BILLS-118hr4677.txt,6
BILLS-115hr4853.txt,5
BILLS-116s1734.txt,5
BILLS-118hres447.txt,8
BILLS-107s956.txt,0
BILLS-111hr5062.txt,3
BILLS-115hr7382.txt,5
BILLS-108s2243.txt,6
BILLS-110hr2342.txt,8
BILLS-113hr4263.txt,0
BILLS-117s2229.txt,5
BILLS-109s1986.txt,5
BILLS-109hr1728.txt,7
BILLS-106s2672.txt,4
BILLS-115s1954.txt,3
BILLS-110s1209.txt,7
BILLS-109hr4650.txt,6
BILLS-114s659.txt,4
BILLS-115hr3669.txt,5
BILLS-111s3387.txt,8
BILLS-107hr5009.txt,5
BILLS-116hr5990.txt,5
BILLS-117hr3010.txt,5
BILLS-112hr3816.txt,2
BILLS-111s1590.txt,8
BILLS-112s3459.txt,5
BILLS-116hr1248.txt,8
BILLS-116s1907.txt,5
BILLS-107s1384.txt,3
BILLS-107hr2000.txt,8
BILLS-112s1528.txt,3
BILLS-113hr1496.txt,3
BILLS-118s1488.txt,5
BILLS-106hr4758.txt,3
BILLS-118hr4844.txt,5
BILLS-114hr4549.txt,5
BILLS-112hr1967.txt,9
BILLS-111s2933.txt,5
BILLS-116hr2755.txt,5
BILLS-116s1913.txt,5
BILLS-107s771.txt,10
BILLS-118s2195.txt,7
BILLS-107s2841.txt,5
BILLS-109s1979.txt,2
BILLS-106hr3745.txt,8
BILLS-117s1907.txt,9
BILLS-113s341.txt,8
BILLS-116hres728.txt,3
BILLS-116s1085.txt,8
BILLS-117hr6154.txt,7
BILLS-114s1029.txt,3
BILLS-118hr956.txt,9
BILLS-107hr5035.txt,3
BILLS-117hr4025.txt,2
BILLS-107hr3322.txt,8
BILLS-112s3303.txt,0
BILLS-107s2869.txt,5
BILLS-117hr9501.txt,8
BILLS-113hr5814.txt,2
BILLS-116hr7605.txt,0
BILLS-111hr2902.txt,5
BILLS-117hr1149.txt,3
BILLS-117s3692.txt,4
BILLS-108s2280.txt,9
BILLS-113hr5800.txt,5
BILLS-116hr8522.txt,5
BILLS-111hr2916.txt,4
BILLS-112s608.txt,5
BILLS-110hr29.txt,4
BILLS-115hr475.txt,5
BILLS-108s1789.txt,6
BILLS-109s2294.txt,8
BILLS-118hr942.txt,5
BILLS-116hr5760.txt,4
BILLS-114s842.txt,3
BILLS-112s1266.txt,9
BILLS-116hr7177.txt,5
BILLS-110hr2381.txt,8
BILLS-110hr4928.txt,7
BILLS-118s2340.txt,7
BILLS-112hr4406.txt,8
BILLS-109hr896.txt,4
BILLS-110hr5161.txt,9
BILLS-110hr3510.txt,4
BILLS-113hr1657.txt,2
BILLS-110s731.txt,8
BILLS-108s125.txt,5
BILLS-118hr5743.txt,5
BILLS-118hjres128.txt,0
BILLS-109s336.txt,5
BILLS-118s1649.txt,3
BILLS-107s1623.txt,0
BILLS-118hr573.txt,0
BILLS-116s2771.txt,4
BILLS-118hr7632.txt,5
BILLS-112hr4360.txt,9
BILLS-113s1925.txt,5
BILLS-118s2426.txt,5
BILLS-108s1212.txt,5
BILLS-110s1037.txt,7
BILLS-114s2911.txt,6
BILLS-118hr567.txt,3
BILLS-107s1637.txt,5
BILLS-109hr2779.txt,5
BILLS-108hr2450.txt,3
BILLS-116s4472.txt,3
BILLS-115hr5973.txt,5
BILLS-109hr3467.txt,5
BILLS-118s2354.txt,8
BILLS-118s643.txt,7
BILLS-109hr882.txt,6
BILLS-107s1179.txt,5
BILLS-117sres799.txt,9
BILLS-113s816.txt,8
BILLS-118s1675.txt,5
BILLS-114s329.txt,8
BILLS-117s4328.txt,7
BILLS-110hr2632.txt,10
BILLS-114hr1814.txt,8
BILLS-116hconres33.txt,5
BILLS-113hr2362.txt,5
BILLS-110s3608.txt,8
BILLS-109hr6251.txt,3
BILLS-118hr6510.txt,5
BILLS-109s1548.txt,5
BILLS-115s2093.txt,5
BILLS-111hr5512.txt,7
BILLS-118hr3468.txt,8
BILLS-114hr3965.txt,5
BILLS-115s884.txt,4
BILLS-112hr1224.txt,3
BILLS-111hr1760.txt,9
BILLS-117s598.txt,8
BILLS-116s2981.txt,5
BILLS-112hres543.txt,5
BILLS-112hr1230.txt,2
BILLS-116hr8085.txt,4
BILLS-111hr3177.txt,8
BILLS-109hr6245.txt,9
BILLS-111hr325.txt,7
BILLS-114hr878.txt,2
BILLS-118s4719.txt,5
BILLS-106s2316.txt,5
BILLS-112hr6239.txt,5
BILLS-107hr4840.txt,7
BILLS-108hr3772.txt,5
BILLS-117hr618.txt,2
BILLS-110s1786.txt,8
BILLS-115hr4462.txt,5
BILLS-107s71.txt,7
BILLS-107hr2202.txt,5
BILLS-110hr2815.txt,8
BILLS-118hr7197.txt,7
BILLS-110s3191.txt,9
BILLS-118s2383.txt,8
BILLS-113hr3083.txt,2
BILLS-114s1217.txt,5
BILLS-113s157.txt,6
BILLS-107hres514.txt,3
BILLS-118hr2945.txt,9
BILLS-118hr3483.txt,5
BILLS-113hr6.txt,3
BILLS-108s694.txt,4
BILLS-117s567.txt,7
BILLS-114hr3756.txt,5
BILLS-117hr96.txt,5
BILLS-116hr6057.txt,7
BILLS-116hr7349.txt,5
BILLS-117hr7060.txt,6
BILLS-113hr3929.txt,8
BILLS-115s3400.txt,7
BILLS-110hr2801.txt,4
BILLS-118s1846.txt,5
BILLS-115hr1526.txt,3
BILLS-118s870.txt,5
BILLS-117s2942.txt,6
BILLS-117s3484.txt,10
BILLS-117hres624.txt,7
BILLS-110s916.txt,6
BILLS-118hr5964.txt,7
BILLS-110s1962.txt,8
BILLS-117hr4541.txt,5
BILLS-117hres142.txt,0
BILLS-111hr4817.txt,5
BILLS-110hr5820.txt,8
BILLS-116s1287.txt,4
BILLS-113hr3901.txt,3
BILLS-112hr2922.txt,9
BILLS-110hres455.txt,5
BILLS-109hr6286.txt,0
BILLS-118hr2979.txt,5
BILLS-118hr598.txt,10
BILLS-110hr494.txt,5
BILLS-112hr438.txt,8
BILLS-117hr2642.txt,8
BILLS-111s3813.txt,9
BILLS-109s74.txt,9
BILLS-111hr38.txt,5
BILLS-114hr2312.txt,6
BILLS-116hr3675.txt,5
BILLS-107hr4883.txt,6
BILLS-117hr803.txt,8
BILLS-115s2722.txt,8
BILLS-117hr8596.txt,7
BILLS-118hres719.txt,9
BILLS-117s2611.txt,2
BILLS-111hr2453.txt,8
BILLS-117s1318.txt,5
BILLS-110s645.txt,5
BILLS-108hr2530.txt,2
BILLS-113s2380.txt,7
BILLS-118sjres104.txt,2
BILLS-116s2605.txt,2
BILLS-112hr6403.txt,7
BILLS-110s123.txt,5
BILLS-115s714.txt,7
BILLS-108hr4627.txt,7
BILLS-110hr1515.txt,5
BILLS-109s1400.txt,8
BILLS-112hr4214.txt,8
BILLS-111hr4744.txt,0
BILLS-116hr1843.txt,4
BILLS-113hr3646.txt,7
BILLS-110hr2008.txt,4
BILLS-118s3658.txt,4
BILLS-116s1318.txt,9
BILLS-116s2611.txt,5
BILLS-109hr5604.txt,5
BILLS-116s4260.txt,2
BILLS-108s723.txt,5
BILLS-108s1400.txt,7
BILLS-116s3269.txt,9
BILLS-110s889.txt,4
BILLS-110hr1267.txt,7
BILLS-112s1851.txt,8
BILLS-107hr479.txt,4
BILLS-114hr3187.txt,2
BILLS-117hr988.txt,2
BILLS-107hconres352.txt,7
BILLS-111hr4036.txt,2
BILLS-109s1372.txt,0
BILLS-107hr451.txt,5
BILLS-109s2653.txt,0
BILLS-115hr3286.txt,7
BILLS-116sres285.txt,5
BILLS-112hr1436.txt,7
BILLS-108hr1005.txt,5
BILLS-115s2859.txt,3
BILLS-113hr4667.txt,7
BILLS-117hr6587.txt,5
BILLS-118s2208.txt,6
BILLS-113hr3108.txt,5
BILLS-108s2647.txt,8
BILLS-111hr4778.txt,5
BILLS-110hr5997.txt,4
BILLS-108hr1763.txt,4
BILLS-114hr3805.txt,4
BILLS-106s2504.txt,3
BILLS-110hr523.txt,2
BILLS-108hr3160.txt,3
BILLS-110hr5983.txt,0
BILLS-108hr1777.txt,8
BILLS-107sjres34.txt,3
BILLS-118hr7008.txt,4
BILLS-107s2510.txt,8
BILLS-112hr3235.txt,4
BILLS-117s4248.txt,8
BILLS-118hr1479.txt,7
BILLS-116s199.txt,8
BILLS-107s1019.txt,5
BILLS-114s3212.txt,5
BILLS-107hr4707.txt,9
BILLS-115hr3279.txt,3
BILLS-115s1377.txt,5
BILLS-117s361.txt,3
BILLS-114s1405.txt,0
BILLS-110hr2961.txt,8
BILLS-116hr6889.txt,2
BILLS-116hr1880.txt,8
BILLS-108hr1944.txt,3
BILLS-116hr2351.txt,7
BILLS-111hr6190.txt,3
BILLS-116s614.txt,3
BILLS-112s230.txt,7
BILLS-107s1794.txt,0
BILLS-118hr5186.txt,7
BILLS-117hr5703.txt,5
BILLS-112hr570.txt,5
BILLS-107hr2404.txt,7
BILLS-111hr4793.txt,5
BILLS-112hr5863.txt,5
BILLS-111s1194.txt,4
BILLS-113hr4854.txt,3
BILLS-113s1138.txt,7
BILLS-111hres613.txt,7
BILLS-118s1932.txt,7
BILLS-113s2431.txt,5
BILLS-113s751.txt,5
BILLS-118hr3291.txt,0
BILLS-112s1892.txt,0
BILLS-115s1363.txt,3
BILLS-116hres338.txt,5
BILLS-110s1816.txt,5
BILLS-111s3973.txt,7
BILLS-108hr4800.txt,6
BILLS-111hr286.txt,5
BILLS-116hr977.txt,7
BILLS-118hr7961.txt,4
BILLS-117hr9111.txt,5
BILLS-112hr2842.txt,6
BILLS-111s1816.txt,8
BILLS-110hr5940.txt,6
BILLS-117s3282.txt,8
BILLS-116hr5416.txt,9
BILLS-109hr5823.txt,5
BILLS-117hr4421.txt,8
BILLS-107hr2438.txt,8
BILLS-110hr286.txt,5
BILLS-110s1802.txt,5
BILLS-114hr4617.txt,5
BILLS-115hr3251.txt,8
BILLS-109hr1674.txt,7
BILLS-113hr5021.txt,1
BILLS-115sres260.txt,5
BILLS-116s3719.txt,4
BILLS-114s705.txt,5
BILLS-111hr6351.txt,2
BILLS-110hr6078.txt,9
BILLS-113hr1247.txt,4
BILLS-111s3230.txt,1
BILLS-112hr6167.txt,5
BILLS-110s1433.txt,5
BILLS-109hr1112.txt,6
BILLS-108s3001.txt,7
BILLS-110hr3666.txt,5
BILLS-117s4076.txt,8
BILLS-111s3542.txt,7
BILLS-108hr2726.txt,7
BILLS-107s1227.txt,7
BILLS-109hr5360.txt,2
BILLS-108hr5049.txt,7
BILLS-108s247.txt,8
BILLS-110s1427.txt,5
BILLS-118hr2428.txt,5
BILLS-110hr1703.txt,7
BILLS-114hr2925.txt,8
BILLS-116s4062.txt,0
BILLS-110s1341.txt,7
BILLS-115s502.txt,8
BILLS-112hr2473.txt,5
BILLS-110hr3114.txt,5
BILLS-118s4335.txt,5
BILLS-117s2361.txt,8
BILLS-109s1616.txt,6
BILLS-118s2744.txt,1
BILLS-117s4710.txt,5
BILLS-108s509.txt,4
BILLS-109hr2341.txt,8
BILLS-115hr5393.txt,5
BILLS-117hr1954.txt,7
BILLS-117hres1078.txt,5
BILLS-117hres591.txt,7
BILLS-117s3731.txt,0
BILLS-107s2706.txt,0
BILLS-110hr4135.txt,3
BILLS-118hr4717.txt,4
BILLS-116s3043.txt,2
BILLS-112hr1620.txt,7
BILLS-111hr1370.txt,5
BILLS-112s967.txt,0
BILLS-111hr5116.txt,6
BILLS-117hr6949.txt,7
BILLS-113hr941.txt,2
BILLS-111hr3201.txt,5
BILLS-111hr5670.txt,8
BILLS-117hr1798.txt,5
BILLS-115sres248.txt,5
BILLS-108s2451.txt,3
BILLS-109hr4724.txt,7
BILLS-108hr504.txt,8
BILLS-115hr5387.txt,8
BILLS-115hr4072.txt,9
BILLS-112hres806.txt,5
BILLS-117s605.txt,5
BILLS-118s2793.txt,8
BILLS-115hr6665.txt,7
BILLS-118hr7587.txt,4
BILLS-111hres405.txt,4
