bioguideId,congress,type,number,introducedDate,actionDate,PolicyArea_name,Latest_Action_text,url,congress_type_number,title
a000052,97,HJRES,448,1982-03-30,1982-04-28,"Arts, Culture, Religion",Became Public Law No: 97-173.,https://api.congress.gov/v3/bill/97/hjres/448?format=json,97_HJRES_448,"A joint resolution to authorize and request the President to issue a proclamation designating April 25 through May 2, 1982, as ""Jewish Heritage Week""."
a000052,97,HJRES,155,1981-02-03,1981-05-01,"Arts, Culture, Religion",Became Public Law No: 97-10.,https://api.congress.gov/v3/bill/97/hjres/155?format=json,97_HJRES_155,"A joint resolution to authorize and request the President to issue a proclamation designating May 3 through May 10, 1981, as ""Jewish Heritage Week""."
p000280,97,HR,7167,1982-09-22,1982-09-27,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/97/hr/7167?format=json,97_HR_7167,A bill to amend the Immigration and Nationality Act to clarify the status of individuals who have been granted asylum.
p000280,93,HR,13831,1974-03-28,1974-03-28,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/93/hr/13831?format=json,93_HR_13831,American Folklife Preservation Act
h000172,107,HR,5440,2002-09-24,2002-11-12,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/107/hr/5440?format=json,107_HR_5440,To amend the Immigration and Nationality Act concerning loss of nationality for treason or terrorism against the United States.
h000172,107,HR,5041,2002-06-27,2002-07-18,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/107/hr/5041?format=json,107_HR_5041,To amend the Immigration and Nationality Act concerning loss of nationality for actions supporting terrorism against the United States.
y000066,115,HR,300,2017-01-05,2017-01-31,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/300?format=json,115_HR_300,Sarah's Law
y000066,114,HR,5619,2016-07-05,2016-07-20,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/114/hr/5619?format=json,114_HR_5619,Sarah's Law
m000626,93,HR,16055,1974-07-22,1974-07-22,"Arts, Culture, Religion",Referred to House Committee on Interior and Insular Affairs.,https://api.congress.gov/v3/bill/93/hr/16055?format=json,93_HR_16055,National Program for the Performing Arts Act
m000626,93,HR,10760,1973-10-04,1973-10-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/10760?format=json,93_HR_10760,"A bill to amend the Immigration and Nationality Act to remove the distinction between Eastern and Western Hemisphere immigrants, to establish an immigration ceiling, and for other purposes."
m000626,93,HR,10764,1973-10-04,1973-10-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/10764?format=json,93_HR_10764,A bill to amend the Immigration and Nationality Act to include sons and daughters within the provisions relating to exclusion from deportation of aliens excludable for fraud.
m000626,93,HR,10761,1973-10-04,1973-10-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/10761?format=json,93_HR_10761,A bill to amend the Immigration and Nationality Act to provide that parents of permanent residents be eligible to file for the second preference category.
m000626,93,HR,10765,1973-10-04,1973-10-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/10765?format=json,93_HR_10765,A bill to amend section 312 of the Immigration and Nationality Act with respect to certain tests for naturalization.
m000626,93,HR,10762,1973-10-04,1973-10-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/10762?format=json,93_HR_10762,A bill to repeal the Bertillion System of Identification.
m000626,93,HR,10763,1973-10-04,1973-10-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hr/10763?format=json,93_HR_10763,A bill to amend the Immigration and Nationality Act to include sons and daughters within the provision relating to waiving the exclusion from the United States for fraud.
m000626,93,HR,8957,1973-06-25,1973-06-25,"Arts, Culture, Religion",Referred to House Committee on Education and Labor.,https://api.congress.gov/v3/bill/93/hr/8957?format=json,93_HR_8957,Museum Services Act
m000626,94,HR,636,1975-01-14,1975-01-14,"Arts, Culture, Religion",Referred to House Committee on Interior and Insular Affairs.,https://api.congress.gov/v3/bill/94/hr/636?format=json,94_HR_636,National Program for the Performing Arts Act
m001172,111,HR,6050,2010-07-30,2010-08-05,"Arts, Culture, Religion","Referred to the Subcommittee on National Parks, Forests and Public Lands.",https://api.congress.gov/v3/bill/111/hr/6050?format=json,111_HR_6050,Bent's Old Fort Museum Collections Facility Act of 2010
r000588,115,HRES,177,2017-03-07,2017-03-07,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Government Reform.,https://api.congress.gov/v3/bill/115/hres/177?format=json,115_HRES_177,Expressing support for the designation of Clergy Spouse Appreciation Day.
r000588,114,HRES,947,2016-12-06,2016-12-06,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Government Reform.,https://api.congress.gov/v3/bill/114/hres/947?format=json,114_HRES_947,Expressing support for the designation of the third Sunday in October as Clergy Spouse Appreciation Day.
r000588,114,HR,3510,2015-09-15,2015-10-07,Immigration,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,https://api.congress.gov/v3/bill/114/hr/3510?format=json,114_HR_3510,Department of Homeland Security Cybersecurity Strategy Act of 2015
g000549,109,HR,3911,2005-09-27,2005-10-17,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/3911?format=json,109_HR_3911,"To amend the Immigration and Nationality Act to exempt members of the Armed Forces from naturalization requirements relating to English language, knowledge of government, good moral character, and period of service."
g000549,110,HR,5495,2008-02-26,2008-03-17,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/5495?format=json,110_HR_5495,Relief for America's Small and Seasonal Businesses Act
f000448,113,HR,4962,2014-06-25,2014-07-21,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/113/hr/4962?format=json,113_HR_4962,National Border and Homeland Security Act
f000448,113,HRES,687,2014-07-25,2014-09-08,Immigration,Referred to the Subcommittee on the Western Hemisphere.,https://api.congress.gov/v3/bill/113/hres/687?format=json,113_HRES_687,Expressing the sense of the House of Representatives regarding the President's responsibility to address the border crisis.
f000448,114,HR,2922,2015-06-25,2015-07-29,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/114/hr/2922?format=json,114_HR_2922,Adoptive Family Relief Act
n000081,109,HR,4172,2005-10-28,2006-02-06,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/4172?format=json,109_HR_4172,Keep Americans Safe Act of 2005
t000482,117,HRES,977,2022-03-11,2022-03-11,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/117/hres/977?format=json,117_HRES_977,"Commemorating the life and legacy of Jean-Louis de K��rouac on the centennial of his birth on March 12, 2022."
t000482,116,HR,3660,2019-07-09,2019-07-30,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/3660?format=json,116_HR_3660,Accountability for Migrant Deaths Act of 2019
k000110,100,HR,4341,1988-03-31,1988-04-07,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/100/hr/4341?format=json,100_HR_4341,Legalization Extension Act of 1988
k000110,100,HR,4087,1988-03-03,1988-03-09,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/100/hr/4087?format=json,100_HR_4087,Permanent Resident Adjustment Act of 1988
k000110,100,HR,3432,1987-10-06,1987-10-15,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/100/hr/3432?format=json,100_HR_3432,Irish Permanent Resident Adjustment Act of 1987
k000110,103,HR,2757,1993-07-27,1993-12-09,Immigration,"Referred to the Subcommittee on International Law, Immigration, and Refugees.",https://api.congress.gov/v3/bill/103/hr/2757?format=json,103_HR_2757,"To amend the Immigration and Nationality Act regarding alien smuggling, and for other purposes."
r000249,96,SJRES,115,1979-10-16,1980-07-02,"Arts, Culture, Religion",Public Law 96-299.,https://api.congress.gov/v3/bill/96/sjres/115?format=json,96_SJRES_115,"A joint resolution designating July 1980 as ""National Porcelain Art Month""."
g000267,96,S,631,1979-03-13,1979-05-26,"Arts, Culture, Religion",Public Law 96-15.,https://api.congress.gov/v3/bill/96/s/631?format=json,96_S_631,A bill to authorize the President of the United States to present on behalf of the Congress a specially struck gold medal to John Wayne.
g000267,96,SJRES,82,1979-05-22,1980-10-10,"Arts, Culture, Religion",Public Law 96-421.,https://api.congress.gov/v3/bill/96/sjres/82?format=json,96_SJRES_82,"A joint resolution to designate the week commencing with the third Monday in February of 1981 as ""National Patriotism Week""."
g000267,96,SJRES,52,1979-03-27,1979-03-27,"Arts, Culture, Religion",Referred to Senate Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/sjres/52?format=json,96_SJRES_52,"A joint resolution designating the seven day period of May 1, 1979, through May 7, 1979, as ""National Photography Week""."
g000267,97,S,2102,1981-02-11,1982-06-09,"Arts, Culture, Religion",Indefinitely postponed by Senate by Unanimous Consent.,https://api.congress.gov/v3/bill/97/s/2102?format=json,97_S_2102,"A bill to authorize the Smithsonian Institution to construct a building for the Museum of African Art and a center for Eastern art together with structures for related educational activities in the area south of the original Smithsonian Institution building adjacent to Independence Avenue at Tenth Street, Southwest, in the city of Washington."
g000267,97,S,778,1981-03-24,1981-11-06,"Arts, Culture, Religion",Passed Senate without amendment by Voice Vote.,https://api.congress.gov/v3/bill/97/s/778?format=json,97_S_778,"A bill to amend Public Law 96-36 to authorize additional funds to plan for the development of the area south of the original Smithsonian Institution Building adjacent to Independence Avenue at Tenth Street, Southwest, in the city of Washington."
g000267,97,SJRES,194,1982-05-04,1982-09-18,"Arts, Culture, Religion",Became Public Law No: 97-260.,https://api.congress.gov/v3/bill/97/sjres/194?format=json,97_SJRES_194,A joint resolution to provide for the appointment of Nancy Hanks as a citizen regent of the Board of Regents of the Smithsonian Institution.
g000267,98,S,2272,1984-02-08,1984-02-08,"Arts, Culture, Religion",Read twice and referred to the Committee on Rules.,https://api.congress.gov/v3/bill/98/s/2272?format=json,98_S_2272,"A bill to authorize the Smithsonian Institution to plan and construct facilities for certain science activities of the Institution, and for other purposes."
g000267,98,S,930,1983-03-24,1983-08-11,"Arts, Culture, Religion",Became Public Law No: 98-73.,https://api.congress.gov/v3/bill/98/s/930?format=json,98_S_930,"A bill to authorize the Smithsonian Institution to purchase land in Santa Cruz County, Arizona."
g000267,98,S,840,1983-03-17,1983-05-26,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/98/s/840?format=json,98_S_840,"A bill to amend the Act of October 15, 1966 (80 Stat. 953; 20 U.S.C. 65a), relating to the National Museum of the Smithsonian Institution, so as to authorize additional appropriations to the Smithsonian Institution for carrying out the purposes of said Act."
g000267,98,SJRES,282,1984-04-25,1984-09-26,"Arts, Culture, Religion",Committee on Rules. Ordered favorably reported H.J.Res. 551 in lieu of this measure.,https://api.congress.gov/v3/bill/98/sjres/282?format=json,98_SJRES_282,A joint resolution to provide for the reappointment of Anne Legendre Armstrong as a citizen regent of the Board of Regents of the Smithsonian Institution.
g000267,98,SJRES,281,1984-04-25,1984-09-26,"Arts, Culture, Religion",Committee on Rules. Ordered favorably reported H.J.Res. 552 in lieu of this measure.,https://api.congress.gov/v3/bill/98/sjres/281?format=json,98_SJRES_281,"A joint resolution to provide for the reappointment of A. Leon Higginbotham, Jr. as a citizen regent of the Board of Regents of the Smithsonian Institution."
g000267,98,SJRES,177,1983-10-03,1983-11-18,"Arts, Culture, Religion",Indefinitely postponed by Senate by Unanimous Consent.,https://api.congress.gov/v3/bill/98/sjres/177?format=json,98_SJRES_177,A joint resolution to provide for appointment of Samuel Curtis Johnson as a citizen regent of the Board of Regents of the Smithsonian Institution.
g000267,98,SJRES,103,1983-05-18,1983-08-04,"Arts, Culture, Religion",Indefinitely postponed by Senate by Voice Vote.,https://api.congress.gov/v3/bill/98/sjres/103?format=json,98_SJRES_103,A joint resolution to provide for the appointment of Jeannine Smith Clark as a citizen regent of the Board of Regents of the Smithsonian Institution.
g000267,98,SRES,267,1983-11-01,1983-11-17,"Arts, Culture, Religion",Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.,https://api.congress.gov/v3/bill/98/sres/267?format=json,98_SRES_267,A resolution to support the establishment of a National Historical Intelligence Museum.
g000267,98,SCONRES,28,1983-04-26,1983-04-26,"Arts, Culture, Religion",Referred to the Committee on Intelligence.,https://api.congress.gov/v3/bill/98/sconres/28?format=json,98_SCONRES_28,A concurrent resolution to support the establishment of a National Historical Intelligence Museum.
g000267,99,S,2448,1986-05-14,1986-10-06,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/99/s/2448?format=json,99_S_2448,A bill to repeal P.L. 87-186 relating to the National Armed Forces Museum Advisory Board of the Smithsonian Institution.
g000267,99,S,1311,1985-06-17,1986-11-06,"Arts, Culture, Religion",Became Public Law No: 99-617.,https://api.congress.gov/v3/bill/99/s/1311?format=json,99_S_1311,"A bill to authorize the Smithsonian Institution to plan, design, and construct facilities for the National Air and Space Museum."
g000267,99,S,583,1985-03-05,1985-11-19,"Arts, Culture, Religion",Failed to Receive 2/3's Vote to Suspend and Pass by Yea-Nay Vote: 177 - 234 (Record Vote No: 410).,https://api.congress.gov/v3/bill/99/s/583?format=json,99_S_583,"A bill to authorize the Smithsonian Institution to plan and construct facilities for the Cooper-Hewitt Museum, and for other purposes."
g000267,99,S,582,1985-03-05,1986-02-05,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/99/s/582?format=json,99_S_582,"A bill to amend the Act of October 15, 1966 (80 Stat. 953; 20 U.S.C. 65a), relating to the National Museum of the Smithsonian Institution, so as to authorize additional appropriations to the Smithsonian Institution for carrying out the purposes of said Act."
l000265,96,HR,7613,1980-06-18,1980-06-18,"Arts, Culture, Religion",Referred to House Committee on Public Works and Transportation.,https://api.congress.gov/v3/bill/96/hr/7613?format=json,96_HR_7613,A bill to amend the John F. Kennedy Center Act.
l000265,96,HR,6223,1979-12-20,1979-12-20,"Arts, Culture, Religion",Referred to House Committee on Public Works and Transportation.,https://api.congress.gov/v3/bill/96/hr/6223?format=json,96_HR_6223,A bill to repeal a provision of law relating to the naming of a certain public facility in Baltimore.
l000265,96,HR,3437,1979-04-04,1979-04-04,"Arts, Culture, Religion",Referred to House Committee on Public Works and Transportation.,https://api.congress.gov/v3/bill/96/hr/3437?format=json,96_HR_3437,A bill to amend the John F. Kennedy Center Act.
l000265,96,HR,3051,1979-03-19,1980-01-24,"Arts, Culture, Religion","Measure laid on table in House, S. 1142 passed in lieu.",https://api.congress.gov/v3/bill/96/hr/3051?format=json,96_HR_3051,"A bill authorizing appropriations to the Secretary of the Interior for services necessary to the nonperforming arts functions of the John F. Kennedy Center for the Performing Arts, and for other purposes."
c001059,117,HRES,1385,2022-09-22,2022-09-22,Immigration,Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/117/hres/1385?format=json,117_HRES_1385,"Recognizing September 22nd, 2022, as the Order of the Sons and Daughters of Italy in America, Colombo-Stella Lodge 1149 Day."
c001059,117,HRES,1043,2022-04-07,2022-04-07,Immigration,Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/117/hres/1043?format=json,117_HRES_1043,Recognizing the accomplishments and contributions of Sikh Americans and Sikhs worldwide.
c001059,117,HRES,459,2021-06-04,2021-06-04,"Arts, Culture, Religion",Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/117/hres/459?format=json,117_HRES_459,Expressing support for the designation of June as Portuguese National Heritage Month.
c001059,116,HRES,1214,2020-11-12,2020-11-12,Immigration,Referred to the House Committee on Oversight and Reform.,https://api.congress.gov/v3/bill/116/hres/1214?format=json,116_HRES_1214,Recognizing the accomplishments and contributions of Sikh Americans and Sikhs worldwide.
c001059,110,HRES,1401,2008-07-31,2008-07-31,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/110/hres/1401?format=json,110_HRES_1401,Commemorating the 50th anniversary of the Azorean Refugee Act of 1958 and celebrating the extensive contributions of Portuguese-American communities to the United States.
b001158,99,HR,1549,1985-03-19,1985-03-21,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/99/hr/1549?format=json,99_HR_1549,A bill to amend the Immigration and Nationality Act to increase the immigrant quota for colonies and dependent areas.
s000124,94,HR,14308,1976-06-10,1976-06-10,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/94/hr/14308?format=json,94_HR_14308,"A bill to grant immigrant visas to certain nationals of Italy who were victims of the earthquake which occurred on or about May 6, 1976, in the Friuli region of Italy."
s000124,101,HR,2915,1989-07-17,1989-07-20,Immigration,See H.R.2712.,https://api.congress.gov/v3/bill/101/hr/2915?format=json,101_HR_2915,Chinese Student Relief Act of 1989
d000614,115,HR,2087,2017-04-12,2017-05-01,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/2087?format=json,115_HR_2087,DAIRY Act of 2017
s001220,118,HRES,482,2023-06-07,2023-06-07,Immigration,Referred to the Subcommittee on Border Security and Enforcement.,https://api.congress.gov/v3/bill/118/hres/482?format=json,118_HRES_482,Commending United States Border Patrol Chief Raul L. Ortiz on his retirement after 32 years of public service.
s001220,118,HR,1531,2023-03-10,2023-03-13,Immigration,Referred to the Subcommittee on Border Security and Enforcement.,https://api.congress.gov/v3/bill/118/hr/1531?format=json,118_HR_1531,"To provide for the renewed availability of funds to construct the border wall upon the deployment of the National Guard to the southern land border of the United States, and for other purposes."
s000962,96,SJRES,203,1980-09-16,1980-09-16,"Arts, Culture, Religion",Referred to Senate Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/sjres/203?format=json,96_SJRES_203,"A joint resolution to authorize and request the President to proclaim the month of October 1980 as ""American White House Replica Month""."
s000962,94,S,2803,1975-12-17,1975-12-17,Immigration,Referred to Senate Committee on the Judiciary.,https://api.congress.gov/v3/bill/94/s/2803?format=json,94_S_2803,A bill to amend the Immigration and Nationality Act to provide for the refusal of nonimmigrant visas in certain instances.
s000962,95,S,2147,1977-09-27,1977-09-27,Immigration,Referred to Senate Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/s/2147?format=json,95_S_2147,A bill to amend the Immigration and Nationality Act of 1952.
s000962,95,S,2097,1977-09-14,1977-09-14,Immigration,Referred to Senate Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/s/2097?format=json,95_S_2097,"A bill to amend the Immigration and Nationality Act to exclude from admission into and to deport from the United States all aliens who persecuted others on the basis of religion, race, or national origin under the direction of the Nazi government of Germany."
s000962,95,S,758,1977-02-22,1977-02-22,Immigration,Referred to Senate Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/s/758?format=json,95_S_758,A bill to amend the Immigration and Nationality Act of 1952.
k000393,118,S,3811,2024-02-27,2024-02-27,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/3811?format=json,118_S_3811,Empowering Immigration Courts Act
k000393,117,S,2216,2021-06-24,2021-06-24,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/2216?format=json,117_S_2216,Save Our Afghan Allies Act
h000324,116,HR,4112,2019-07-30,2019-08-28,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/4112?format=json,116_HR_4112,"To designate Haiti under section 244 of the Immigration and Nationality Act to permit nationals of Haiti to be eligible for temporary protected status under such section during and after the pendency of certain litigation, and for other purposes."
h000324,116,HRES,297,2019-04-09,2019-04-09,"Arts, Culture, Religion",Referred to the House Committee on Education and Labor.,https://api.congress.gov/v3/bill/116/hres/297?format=json,116_HRES_297,Supporting the goals and ideals of Jubilee Day.
h000324,113,HR,715,2013-02-14,2013-02-14,"Arts, Culture, Religion",Referred to the House Committee on Financial Services.,https://api.congress.gov/v3/bill/113/hr/715?format=json,113_HR_715,Lena Horne Recognition Act
h000324,112,HR,1815,2011-05-10,2012-04-18,"Arts, Culture, Religion","Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",https://api.congress.gov/v3/bill/112/hr/1815?format=json,112_HR_1815,Lena Horne Recognition Act
h000324,115,HRES,958,2018-06-22,2018-06-22,"Arts, Culture, Religion",Referred to the House Committee on Education and the Workforce.,https://api.congress.gov/v3/bill/115/hres/958?format=json,115_HRES_958,"Expressing support for the recognition of the Dillard Center for the Arts Jazz Band for winning first place in the 2018 Essentially Ellington Competition, one of the most prestigious national high school jazz band competitions in the country."
h000324,115,HRES,19,2017-01-03,2017-01-03,"Arts, Culture, Religion",Referred to the House Committee on Education and the Workforce.,https://api.congress.gov/v3/bill/115/hres/19?format=json,115_HRES_19,Supporting the goals and ideals of Jubilee Day.
h000324,114,HR,839,2015-02-10,2015-02-10,"Arts, Culture, Religion",Referred to the House Committee on Financial Services.,https://api.congress.gov/v3/bill/114/hr/839?format=json,114_HR_839,Lena Horne Recognition Act
h000324,109,HR,2592,2005-05-24,2005-07-01,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/2592?format=json,109_HR_2592,Haiti Compassion Act
h000324,111,HR,5359,2010-05-20,2010-05-20,"Arts, Culture, Religion",Referred to the House Committee on Financial Services.,https://api.congress.gov/v3/bill/111/hr/5359?format=json,111_HR_5359,Lena Horne Recognition Act
g000359,118,S,425,2023-02-14,2023-02-14,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/425?format=json,118_S_425,Secure and Protect Act of 2023
g000359,117,S,2443,2021-07-22,2021-07-22,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/2443?format=json,117_S_2443,"A bill to expand the definition of H-2A nonimmigrant for purposes of the Immigration and Nationality Act to include aliens engaged in seafood processing, horticultural commodities, or the care of horses."
g000359,116,S,1494,2019-05-15,2019-08-16,Immigration,Placed on Senate Legislative Calendar under General Orders. Calendar No. 181.,https://api.congress.gov/v3/bill/116/s/1494?format=json,116_S_1494,Secure and Protect Act of 2019
g000359,117,S,959,2021-03-24,2021-03-24,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/959?format=json,117_S_959,Secure and Protect Act of 2021
g000359,116,SRES,733,2020-09-30,2020-09-30,"Arts, Culture, Religion","Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S5998; text: CR S5984)",https://api.congress.gov/v3/bill/116/sres/733?format=json,116_SRES_733,A resolution recognizing 2020 as the centennial of the Preservation Society of Charleston.
g000359,116,SRES,280,2019-07-23,2019-07-23,Immigration,Referred to the Committee on Homeland Security and Governmental Affairs. (text: CR S5016),https://api.congress.gov/v3/bill/116/sres/280?format=json,116_SRES_280,A resolution commending the officers and personnel of U.S. Customs and Border Protection for their work during the crisis at the Southern border.
g000359,116,S,166,2019-01-16,2019-01-16,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/166?format=json,116_S_166,A bill to provide provisional protected presence status for certain aliens and to provide mandatory appropriations relating to border security.
g000359,116,S,874,2019-03-26,2019-03-26,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/874?format=json,116_S_874,Dream Act of 2019
c000799,96,HJRES,239,1979-03-06,1979-03-06,"Arts, Culture, Religion",Referred to House Committee on Post Office and Civil Service.,https://api.congress.gov/v3/bill/96/hjres/239?format=json,96_HJRES_239,"A joint resolution to authorize the President to issue a proclamation designating the week beginning on September 30 through October 6, 1979, ""International Motion Picture Week""."
c000263,93,HJRES,188,1973-01-15,1973-01-15,"Arts, Culture, Religion",Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hjres/188?format=json,93_HJRES_188,A joint resolution designating the square dance as the national folk dance of the United States of America.
c000263,94,HR,6397,1975-04-28,1976-01-19,Arts,"Measure laid on table in House, S. 1657 passed in lieu.",https://api.congress.gov/v3/bill/94/hr/6397?format=json,94_HR_6397,"A bill to amend the National Portrait Gallery Act to redefine ""portraiture""."
c000263,94,HR,5799,1975-04-09,1975-04-09,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/94/hr/5799?format=json,94_HR_5799,A bill to reserve a site for the use of the Smithsonian Institution.
c000263,94,HR,5798,1975-04-09,1975-04-09,"Arts, Culture, Religion",Referred to House Committee on House Administration.,https://api.congress.gov/v3/bill/94/hr/5798?format=json,94_HR_5798,A bill to authorize the Smithsonian Institution to plan museum support facilities.
c000263,94,HJRES,114,1975-01-20,1975-04-16,Arts,Rereferred to House Committee on Post Office and Civil Service.,https://api.congress.gov/v3/bill/94/hjres/114?format=json,94_HJRES_114,Joint resolution designating the square dance as the national folk dance of the United States of America.
n000015,117,HR,8761,2022-08-30,2022-11-01,Immigration,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",https://api.congress.gov/v3/bill/117/hr/8761?format=json,117_HR_8761,To add Ireland to the E-3 nonimmigrant visa program.
n000015,116,HR,2877,2019-05-21,2020-03-10,Immigration,Received in the Senate.,https://api.congress.gov/v3/bill/116/hr/2877?format=json,116_HR_2877,To add Ireland to the E���3 nonimmigrant visa program.
n000015,116,HR,2418,2019-04-30,2019-05-20,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/2418?format=json,116_HR_2418,To add Ireland to the E-3 nonimmigrant visa program.
p000193,96,S,1429,1979-06-27,1980-02-11,"Arts, Culture, Religion",Referred to House Committee on Education and Labor.,https://api.congress.gov/v3/bill/96/s/1429?format=json,96_S_1429,Museum Services Amendments of 1979
p000193,96,S,1386,1979-06-21,1980-12-04,"Arts, Culture, Religion",Public Law 96-496.,https://api.congress.gov/v3/bill/96/s/1386?format=json,96_S_1386,"An act to amend the National Foundation on the Arts and the Humanities Act of 1965 and the Museum Services Act to extend the authorization of appropriations contained in such Acts, to amend the Arts and Artifacts Indemnity Act to make certain changes in the coverage provisions of such Act, and for other purposes."
p000193,96,SJRES,62,1979-04-09,1979-05-16,"Arts, Culture, Religion","Measure indefinitely postponed in Senate, H. J. Res. 262 passed in lieu.",https://api.congress.gov/v3/bill/96/sjres/62?format=json,96_SJRES_62,"A joint resolution to declare May 18, 1979 to be ""National Museum Day""."
p000193,93,S,796,1973-02-07,1973-02-07,"Arts, Culture, Religion",Referred to Senate Committee on Labor and Public Welfare.,https://api.congress.gov/v3/bill/93/s/796?format=json,93_S_796,Museum Services Act
p000193,93,S,795,1973-02-07,1973-10-19,"Arts, Culture, Religion",Public law 93-133.,https://api.congress.gov/v3/bill/93/s/795?format=json,93_S_795,"An Act to amend the National Foundation on the Arts and the Humanities Act of 1965, and for other purposes."
p000193,93,SJRES,236,1974-08-22,1974-10-26,"Arts, Culture, Religion",Public law 93-476.,https://api.congress.gov/v3/bill/93/sjres/236?format=json,93_SJRES_236,A joint resolution to provide for the indemnification of the Metropolitan Museum of New York for loss or damage suffered by objects in exhibition in the Union of Soviet Socialist Republics.
p000193,93,SJRES,40,1973-01-26,1974-12-31,"Arts, Culture, Religion",Public law 93-568.,https://api.congress.gov/v3/bill/93/sjres/40?format=json,93_SJRES_40,"Joint resolution to authorize and request the President to call a White House Conference on Library and Information Services not later than 1978, and for other purposes."
